timestamp,src_ip,dst_ip,src_port,dst_port,protocol,length,flags
2025-07-26 16:47:06,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:06,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:06,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:06,169.150.218.80,192.168.1.11,1224,56309,UDP,1434,
2025-07-26 16:47:06,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:06,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:06,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:06,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:06,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:06,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:06,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:06,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:06,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:06,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:06,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:06,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:06,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:06,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:06,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:06,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:06,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:06,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:06,169.150.218.80,192.168.1.11,1224,56309,UDP,138,
2025-07-26 16:47:06,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:06,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:06,192.168.1.11,169.150.218.80,56309,1224,UDP,122,
2025-07-26 16:47:06,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:06,192.168.1.11,169.150.218.80,56309,1224,UDP,890,
2025-07-26 16:47:06,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:06,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:06,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:06,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:06,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,122,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,378,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,122,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,202,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,202,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,314,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,234,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,154,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,122,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,410,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,138,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,122,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,122,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,634,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,1354,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,1354,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,1354,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,186,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,122,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,138,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,154,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,122,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,1466,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,490,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,858,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,122,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,122,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,154,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,154,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,154,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,1354,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,1354,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,1354,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,410,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,1066,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,170,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,138,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,186,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,122,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,138,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,122,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,122,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,122,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,1466,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,554,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,218,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,682,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,122,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:07,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,122,
2025-07-26 16:47:07,169.150.218.80,192.168.1.11,1224,56309,UDP,234,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,218,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,192.168.1.11,169.150.218.80,56309,1224,UDP,122,
2025-07-26 16:47:08,192.168.1.11,169.150.218.80,56309,1224,UDP,554,
2025-07-26 16:47:08,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:08,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,122,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,122,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,218,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,234,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,192.168.1.11,169.150.218.80,56309,1224,UDP,122,
2025-07-26 16:47:08,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:08,192.168.1.11,169.150.218.80,56309,1224,UDP,746,
2025-07-26 16:47:08,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,122,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,554,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,666,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,234,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,192.168.1.11,169.150.218.80,56309,1224,UDP,122,
2025-07-26 16:47:08,192.168.1.11,169.150.218.80,56309,1224,UDP,202,
2025-07-26 16:47:08,192.168.1.11,169.150.218.80,56309,1224,UDP,1466,
2025-07-26 16:47:08,192.168.1.11,169.150.218.80,56309,1224,UDP,970,
2025-07-26 16:47:08,192.168.1.11,169.150.218.80,56309,1224,UDP,218,
2025-07-26 16:47:08,192.168.1.11,169.150.218.80,56309,1224,UDP,986,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,192.168.1.11,169.150.218.80,56309,1224,UDP,122,
2025-07-26 16:47:08,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:08,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:08,192.168.1.11,169.150.218.80,56309,1224,UDP,122,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,122,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,122,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,122,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,586,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,666,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1434,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1306,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:08,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:08,192.168.1.11,169.150.218.80,56309,1224,UDP,122,
2025-07-26 16:47:08,192.168.1.11,169.150.218.80,56309,1224,UDP,154,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,192.168.1.11,169.150.218.80,56309,1224,UDP,122,
2025-07-26 16:47:08,192.168.1.11,169.150.218.80,56309,1224,UDP,202,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:08,169.150.218.80,192.168.1.11,1224,56309,UDP,218,
2025-07-26 16:47:08,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:08,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:09,192.168.1.11,169.150.218.80,56309,1224,UDP,122,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,538,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,586,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,122,
2025-07-26 16:47:09,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,586,
2025-07-26 16:47:09,192.168.1.11,169.150.218.80,56309,1224,UDP,122,
2025-07-26 16:47:09,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:09,192.168.1.11,169.150.218.80,56309,1224,UDP,122,
2025-07-26 16:47:09,192.168.1.11,169.150.218.80,56309,1224,UDP,122,
2025-07-26 16:47:09,192.168.1.11,169.150.218.80,56309,1224,UDP,122,
2025-07-26 16:47:09,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:09,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:09,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,122,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,122,
2025-07-26 16:47:09,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,186,
2025-07-26 16:47:09,192.168.1.11,169.150.218.80,56309,1224,UDP,122,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:09,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:09,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:09,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:09,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:09,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:09,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:09,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:09,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,282,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:09,192.168.1.11,169.150.218.80,56309,1224,UDP,1354,
2025-07-26 16:47:09,192.168.1.11,169.150.218.80,56309,1224,UDP,1354,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:09,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:09,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,314,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,282,
2025-07-26 16:47:09,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:09,192.168.1.11,169.150.218.80,56309,1224,UDP,1354,
2025-07-26 16:47:09,192.168.1.11,169.150.218.80,56309,1224,UDP,1354,
2025-07-26 16:47:09,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,1354,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,1354,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,1354,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,1354,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,618,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:09,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:09,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:09,192.168.1.11,169.150.218.80,56309,1224,UDP,154,
2025-07-26 16:47:10,192.168.1.11,169.150.218.80,56309,1224,UDP,282,
2025-07-26 16:47:10,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:10,192.168.1.11,169.150.218.80,56309,1224,UDP,794,
2025-07-26 16:47:10,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:10,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:10,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:10,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:10,192.168.1.11,169.150.218.80,56309,1224,UDP,122,
2025-07-26 16:47:10,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:10,192.168.1.11,169.150.218.80,56309,1224,UDP,138,
2025-07-26 16:47:10,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:10,169.150.218.80,192.168.1.11,1224,56309,UDP,1354,
2025-07-26 16:47:10,169.150.218.80,192.168.1.11,1224,56309,UDP,1354,
2025-07-26 16:47:10,169.150.218.80,192.168.1.11,1224,56309,UDP,1354,
2025-07-26 16:47:10,169.150.218.80,192.168.1.11,1224,56309,UDP,1354,
2025-07-26 16:47:10,169.150.218.80,192.168.1.11,1224,56309,UDP,650,
2025-07-26 16:47:10,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:10,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:10,169.150.218.80,192.168.1.11,1224,56309,UDP,1466,
2025-07-26 16:47:10,169.150.218.80,192.168.1.11,1224,56309,UDP,154,
2025-07-26 16:47:10,169.150.218.80,192.168.1.11,1224,56309,UDP,394,
2025-07-26 16:47:10,169.150.218.80,192.168.1.11,1224,56309,UDP,394,
2025-07-26 16:47:10,169.150.218.80,192.168.1.11,1224,56309,UDP,170,
